50	20
190	156	141	92	87	170	171	152	198	181	4	153	1	59	131	24	110	42	88	7
96	77	44	104	49	5	137	25	6	61	160	100	126	198	165	71	86	196	137	192
102	176	29	23	172	145	23	25	93	138	40	182	20	1	141	162	164	63	71	195
25	18	137	28	50	82	56	107	45	155	104	77	5	20	28	64	117	53	4	101
35	52	37	7	113	74	123	84	162	126	146	200	126	18	45	83	40	104	21	190
71	69	27	42	194	188	25	145	168	87	19	143	73	31	50	84	171	148	65	139
178	170	185	56	170	49	23	17	102	127	118	106	186	77	16	1	165	123	27	139
44	92	177	131	95	83	164	177	50	166	14	97	141	7	185	108	130	135	26	48
105	45	11	35	56	55	92	105	17	80	182	112	117	66	51	151	112	192	174	200
66	32	21	69	192	50	52	70	171	20	93	7	67	48	8	151	93	178	38	173
173	24	85	152	2	163	110	130	15	93	148	24	144	137	124	19	100	55	157	139
142	193	31	137	199	64	171	78	121	7	143	76	96	19	193	125	147	106	117	170
102	16	102	174	71	140	113	27	99	157	25	184	94	181	104	7	105	100	128	44
1	58	2	188	82	195	139	189	42	1	11	30	145	3	162	66	79	67	191	90
142	149	27	198	2	185	80	40	41	2	59	104	112	118	66	77	125	178	146	56
48	51	136	189	85	59	128	11	57	163	158	43	27	89	19	161	7	134	45	26
74	59	190	138	102	115	117	61	183	79	20	118	191	136	84	42	21	79	32	14
25	68	96	148	33	198	34	59	159	157	28	128	11	38	120	38	55	76	152	185
134	138	94	20	132	183	106	62	186	5	156	21	69	92	151	95	179	38	35	20
175	29	173	105	53	27	153	11	2	31	35	56	25	19	116	2	136	185	19	100
17	21	131	75	92	110	44	89	1	75	115	11	72	168	108	6	51	107	79	171
162	150	18	107	78	131	150	68	38	23	169	10	152	103	1	113	70	27	76	82
97	3	190	160	145	53	76	129	194	140	21	67	82	14	142	102	190	182	156	146
20	26	110	54	186	49	152	72	178	185	99	117	107	98	162	127	91	19	145	66
20	95	11	41	120	79	113	118	117	193	188	40	125	13	192	68	148	99	44	98
53	108	154	99	140	94	142	197	159	39	12	174	192	67	34	177	189	168	149	146
156	24	107	121	28	176	111	117	61	54	82	43	77	156	123	162	152	119	91	30
111	43	66	129	98	95	152	138	46	102	189	70	37	44	115	18	73	76	64	149
9	129	80	134	171	138	12	161	65	12	148	125	135	196	101	181	56	156	28	91
75	108	18	200	8	171	86	143	163	172	47	65	191	132	148	190	27	199	49	167
45	200	7	38	199	183	68	65	134	104	106	149	54	192	76	133	25	194	152	45
29	26	171	100	5	35	163	129	74	197	97	87	102	183	197	41	161	80	151	189
25	119	28	24	78	58	185	131	197	54	3	100	159	111	151	1	97	167	25	19
39	3	63	160	189	24	67	68	38	193	196	92	89	127	123	28	200	26	61	102
162	155	31	26	140	162	23	49	73	9	1	140	184	180	186	136	170	169	135	101
98	59	136	182	146	94	97	184	102	36	182	106	95	77	63	80	142	156	138	163
100	13	129	37	134	198	37	50	92	195	106	153	26	58	103	101	161	84	192	165
38	167	95	185	175	11	78	7	23	51	14	200	32	58	126	71	113	90	24	131
9	79	82	177	75	64	160	19	63	146	146	133	110	134	46	112	76	32	153	174
172	191	118	110	136	183	125	152	141	143	152	153	145	148	9	40	96	142	183	188
190	182	3	77	83	164	104	180	48	88	115	169	107	34	138	51	88	7	144	185
191	124	86	43	4	125	185	50	193	57	35	126	131	92	81	75	169	168	58	16
151	83	6	45	62	139	94	70	158	43	156	100	35	68	102	193	65	155	103	14
39	33	50	159	121	78	11	34	134	74	131	188	121	139	112	41	145	192	165	83
199	87	5	148	200	72	158	23	187	59	156	42	149	167	123	39	81	122	31	54
91	129	142	111	73	198	81	75	11	59	200	173	78	105	66	11	53	156	159	7
108	132	16	16	81	31	13	98	86	92	32	64	157	80	78	159	149	32	127	142
