20	20
37	192	48	156	4	47	123	183	127	172	90	91	68	27	18	52	43	199	177	63
188	55	52	146	151	2	17	34	27	108	60	105	2	59	81	166	142	183	48	125
6	182	172	80	175	101	185	175	62	187	24	20	46	174	120	164	196	160	59	106
198	42	144	136	55	74	43	127	57	187	105	146	95	6	112	141	177	34	110	107
88	148	140	165	194	21	37	179	122	179	200	186	157	127	13	51	10	96	89	86
55	35	68	118	173	23	100	169	86	32	32	150	99	199	84	157	199	187	86	74
145	12	14	156	64	46	28	16	111	194	83	76	35	94	187	84	181	182	124	182
15	173	57	195	9	91	142	116	199	29	123	22	112	4	155	118	170	154	179	195
57	169	43	172	62	39	76	177	34	187	141	89	36	59	7	144	169	41	68	95
63	123	6	140	18	35	1	166	192	168	178	200	92	193	75	96	169	62	96	29
143	136	182	13	179	189	26	9	43	67	117	179	14	171	118	50	6	97	40	11
186	105	53	124	82	138	51	9	132	112	105	127	138	65	20	95	56	60	128	134
94	123	24	22	71	81	80	99	44	191	84	67	82	22	24	162	200	9	20	182
79	138	9	32	104	199	70	34	73	188	83	171	44	114	55	178	36	16	41	100
137	196	117	17	69	103	86	112	12	127	183	32	122	98	25	86	32	89	15	80
96	124	9	37	54	160	83	65	52	176	101	165	87	173	191	12	92	61	159	23
147	140	88	115	161	199	76	170	35	34	5	52	92	105	171	174	130	92	20	63
25	194	190	60	78	111	11	10	171	31	174	148	96	198	13	15	122	125	34	18
42	119	78	69	19	148	130	196	157	131	20	57	155	169	47	144	175	32	45	78
47	128	189	158	112	197	15	196	91	28	197	168	106	151	80	58	136	117	125	66
20	4	5	18	12	10	9	14	17	11	8	3	6	16	15	19	13	2	7	1
3	9	11	16	10	4	2	19	5	13	1	14	15	20	7	17	8	6	12	18
10	16	5	6	17	19	15	8	9	11	3	13	7	2	1	14	12	18	4	20
10	14	4	3	2	16	5	9	7	8	19	17	18	11	13	20	6	1	12	15
6	1	17	15	16	14	20	11	2	3	4	12	5	18	8	10	7	19	13	9
17	7	14	20	1	19	10	5	13	12	16	9	4	3	2	6	15	8	11	18
8	18	14	10	9	11	1	12	3	6	2	4	7	15	13	16	17	19	5	20
12	10	2	6	3	4	8	5	18	14	17	13	1	9	15	11	19	16	20	7
14	5	17	9	13	3	6	8	10	12	4	7	1	18	11	15	20	16	2	19
11	1	17	7	19	20	8	12	13	14	10	5	15	4	2	18	9	16	3	6
3	9	2	20	16	18	6	12	8	15	7	17	5	13	10	14	19	11	1	4
15	2	6	8	10	12	1	20	19	16	9	5	7	18	4	11	13	17	14	3
19	3	1	6	7	12	11	20	18	16	15	10	4	8	14	13	17	5	9	2
19	12	3	10	6	20	2	8	7	18	1	17	11	14	15	13	5	4	9	16
2	19	11	16	18	4	17	13	5	1	20	14	15	9	8	3	10	12	6	7
12	8	19	17	16	18	4	2	6	7	1	20	15	10	11	5	9	14	3	13
7	6	15	19	18	12	5	1	17	4	16	20	8	3	2	14	11	13	9	10
18	17	7	4	13	8	10	14	15	11	1	9	20	5	2	6	12	19	16	3
6	13	11	14	12	20	4	17	15	8	1	19	3	9	10	18	2	7	16	5
2	19	5	15	7	9	11	18	8	1	14	17	10	13	6	20	3	12	4	16
