30	15
133	34	9	71	103	95	190	137	52	114	42	129	116	153	93
39	101	118	39	35	25	156	38	22	145	97	188	114	60	190
153	199	151	162	10	110	77	35	92	154	141	140	189	91	93
172	110	142	130	66	167	164	120	152	178	60	72	79	35	168
85	35	132	65	76	161	173	116	126	142	155	91	172	32	147
44	42	161	110	12	177	186	99	200	195	115	52	51	190	180
38	86	91	119	115	6	130	43	167	128	7	12	63	102	136
140	143	13	139	40	15	18	51	28	36	123	35	30	75	53
47	27	39	83	45	1	70	165	147	171	79	177	23	58	160
60	109	198	115	70	4	104	95	65	58	81	175	102	117	106
177	162	42	35	10	162	91	164	196	113	52	74	38	2	10
10	70	49	154	87	188	184	103	2	193	97	28	161	48	176
33	54	5	97	135	136	82	24	27	63	105	55	157	3	103
187	49	167	9	96	19	129	95	51	35	139	41	22	56	73
21	187	64	31	169	49	112	132	83	52	118	66	45	116	107
126	143	17	46	20	104	193	94	95	108	5	8	126	190	90
115	57	192	83	194	22	78	78	105	155	33	22	38	121	50
165	54	192	114	103	3	40	13	23	125	125	44	89	61	1
165	169	199	135	126	181	67	65	34	145	128	104	124	114	189
54	135	87	91	87	37	29	82	178	45	69	156	98	91	165
142	18	66	96	159	21	200	139	179	84	112	109	57	178	173
100	35	121	79	59	12	180	141	136	30	189	200	133	113	4
23	175	143	96	110	142	31	77	150	30	79	176	151	116	177
68	58	112	52	2	109	138	94	165	139	2	88	25	49	196
27	127	111	53	170	25	30	92	29	35	57	194	72	15	85
92	25	138	119	89	136	26	81	196	180	173	129	73	58	54
22	18	180	3	133	99	115	52	180	40	159	3	106	44	145
82	52	170	140	150	158	39	160	167	86	21	155	60	111	73
80	2	105	134	69	81	69	114	13	65	182	119	119	5	91
200	70	7	139	129	65	183	163	104	168	166	90	105	66	52
13	2	15	7	12	11	1	14	10	3	6	4	8	5	9
3	2	7	10	5	15	14	1	13	4	9	8	6	11	12
13	3	2	4	10	7	6	1	11	8	15	9	12	14	5
4	9	15	5	8	6	2	7	1	3	12	11	10	14	13
4	11	7	6	12	13	1	2	8	14	3	5	9	10	15
12	7	9	2	6	10	8	14	15	11	13	3	1	5	4
6	8	11	12	7	1	15	3	10	2	5	4	9	13	14
9	12	5	8	3	13	4	6	7	2	14	1	10	11	15
13	8	2	6	1	7	11	3	9	4	12	15	5	14	10
14	11	3	7	8	9	4	5	15	2	12	1	10	13	6
14	10	9	15	7	11	6	5	2	13	12	3	8	1	4
2	1	12	5	8	4	15	3	13	6	9	14	10	11	7
5	3	9	12	6	14	10	7	2	8	4	13	15	11	1
13	15	9	5	1	4	7	10	2	14	11	3	6	8	12
6	13	1	3	7	9	2	10	8	15	14	11	4	5	12
11	9	15	10	12	5	1	14	2	13	3	8	6	4	7
6	3	12	15	5	13	9	10	14	11	8	2	1	4	7
8	13	14	3	6	11	4	2	1	10	12	7	15	9	5
2	13	4	8	9	1	12	7	11	15	10	3	14	5	6
2	14	12	15	9	11	13	8	1	3	5	6	10	7	4
14	5	2	12	7	3	11	8	15	10	1	6	4	9	13
3	10	7	13	14	11	2	1	5	4	8	9	6	12	15
4	7	5	10	9	13	3	6	11	15	14	8	2	1	12
8	11	14	9	5	6	4	1	7	2	10	3	15	13	12
4	9	2	1	14	10	11	6	13	8	3	12	5	7	15
1	12	8	11	4	14	15	2	5	7	10	6	13	9	3
1	2	3	7	12	8	10	5	4	6	9	13	14	15	11
5	1	2	9	12	11	7	13	15	14	8	4	6	3	10
3	13	5	15	10	14	1	8	7	2	9	11	4	6	12
3	5	6	8	4	2	15	11	9	12	1	14	10	13	7
