40	20
153	169	163	65	26	82	149	189	90	186	32	118	162	17	83	145	94	180	128	29
169	37	56	195	124	8	101	122	62	88	42	172	195	84	193	44	31	12	64	126
146	31	54	39	62	121	174	91	172	129	137	188	185	91	155	36	3	190	5	5
83	191	19	99	73	18	98	116	188	73	148	105	199	53	8	196	60	134	5	190
34	116	16	38	80	175	198	1	154	182	1	13	104	25	46	18	8	12	179	170
50	108	71	114	146	157	115	141	57	154	12	102	129	179	178	165	154	18	134	26
35	102	152	139	145	101	97	66	130	92	34	111	84	113	181	50	17	46	120	12
200	34	55	62	74	168	13	197	102	30	76	12	186	200	186	55	39	104	113	72
72	62	114	105	73	135	127	146	36	102	36	92	185	129	17	2	170	138	88	115
162	35	128	175	29	60	134	184	152	12	28	130	125	41	101	58	187	120	195	83
198	147	177	56	164	69	189	148	53	89	6	57	64	28	68	85	159	98	96	29
51	133	112	178	183	90	136	47	137	128	80	101	168	167	152	32	5	97	126	11
108	145	22	169	106	7	93	25	81	174	181	66	64	87	55	123	133	107	86	62
93	171	31	91	182	29	183	110	89	149	26	90	180	1	24	17	106	143	100	37
84	115	111	111	20	159	23	113	17	159	129	179	155	5	40	8	165	144	95	21
189	71	94	81	179	156	36	12	35	4	195	154	119	39	149	148	89	79	48	53
123	71	168	94	52	121	8	156	150	115	169	27	110	106	177	65	50	162	56	128
191	144	39	30	132	188	128	192	107	142	177	122	85	12	32	4	112	131	134	156
51	176	187	11	138	138	18	52	27	166	173	117	189	148	98	81	124	99	75	141
103	134	20	136	115	169	37	198	154	21	13	39	165	172	82	200	133	122	161	153
42	191	87	159	20	186	61	15	38	200	163	1	8	7	28	73	148	71	71	148
13	62	190	144	54	187	23	32	67	167	63	43	16	114	117	179	1	22	55	2
74	144	79	70	147	166	195	67	96	162	75	40	190	198	29	114	65	183	172	33
69	172	92	147	90	170	79	12	90	149	181	108	181	53	19	49	165	140	93	18
138	161	91	147	17	87	66	57	175	195	195	155	103	197	188	108	106	89	116	127
96	179	29	149	126	189	101	134	166	36	141	188	47	189	18	167	23	199	34	154
96	105	3	43	36	174	45	140	163	126	166	153	133	149	85	183	93	128	143	88
181	43	150	163	144	19	78	199	172	89	137	161	88	116	122	153	71	112	75	108
76	197	115	60	129	121	111	1	137	65	188	161	144	94	116	182	78	136	48	133
109	100	106	33	136	126	117	89	44	95	39	85	170	120	142	63	178	124	116	78
120	94	157	97	36	138	172	104	81	16	143	68	99	13	21	67	66	8	12	190
75	80	62	55	5	124	160	178	164	155	47	200	173	107	127	198	182	192	112	13
59	97	163	181	16	107	94	146	49	78	166	22	64	171	67	197	54	132	141	165
65	179	185	58	62	79	52	161	6	43	80	58	181	181	121	16	6	144	126	47
24	158	120	65	145	124	134	64	75	55	85	40	58	114	108	116	38	123	21	62
108	150	24	172	153	106	68	54	28	110	97	55	170	156	6	120	183	185	132	57
4	53	32	127	150	83	105	107	84	134	25	63	148	2	98	164	167	93	177	140
122	162	119	27	8	75	169	74	118	143	196	110	40	30	133	145	40	194	189	193
196	35	53	111	113	30	164	31	147	86	79	127	165	106	145	29	34	124	186	178
10	154	161	115	164	38	58	68	165	123	77	197	173	65	113	198	108	198	130	28
5	10	1	4	8	6	9	7	3	2	17	11	18	13	14	20	19	16	12	15
3	2	4	5	6	1	8	9	7	10	14	16	18	12	20	13	19	17	15	11
6	8	2	4	5	1	7	10	3	9	17	16	12	14	20	11	15	19	13	18
9	4	2	8	6	3	1	5	10	7	15	17	19	16	12	18	13	11	20	14
6	7	10	3	4	2	1	8	5	9	20	17	11	18	12	16	14	15	19	13
5	1	8	9	7	6	3	2	10	4	19	14	12	13	17	15	11	18	20	16
7	3	1	10	2	5	9	8	4	6	12	16	11	13	15	20	17	18	14	19
1	7	9	8	2	10	3	5	4	6	11	15	18	19	17	20	16	13	12	14
5	6	9	7	8	1	3	10	4	2	16	19	15	12	14	20	13	11	17	18
4	2	5	7	6	10	9	1	8	3	18	12	19	15	11	13	14	17	20	16
4	3	10	2	7	1	5	6	8	9	13	12	18	17	14	20	19	11	15	16
5	10	6	1	4	8	2	7	3	9	14	16	19	13	18	15	12	20	11	17
3	9	6	7	4	1	2	8	5	10	17	13	15	20	12	16	11	18	14	19
7	3	1	5	6	4	10	8	2	9	11	13	17	18	15	14	19	12	20	16
2	6	4	7	1	10	9	8	3	5	14	18	12	16	13	11	15	20	17	19
6	10	8	7	3	2	5	9	4	1	18	12	13	20	17	14	19	16	11	15
6	3	10	7	2	1	4	9	8	5	15	16	18	20	17	12	14	11	13	19
10	6	4	7	2	1	9	3	8	5	11	15	14	18	16	13	17	19	12	20
7	4	9	1	6	10	8	3	5	2	20	18	19	16	12	14	11	15	13	17
4	5	2	9	6	8	1	3	7	10	15	19	20	18	16	14	12	11	13	17
5	8	10	7	6	4	9	1	3	2	18	15	11	14	12	17	19	20	16	13
9	5	4	8	2	3	6	1	7	10	15	14	12	18	17	19	20	13	16	11
9	7	3	1	2	6	10	5	8	4	18	11	13	12	17	14	16	15	20	19
6	9	3	8	10	5	7	4	2	1	18	13	11	17	12	14	16	19	15	20
3	10	6	2	7	8	9	4	1	5	17	12	15	19	14	16	20	11	13	18
7	10	5	6	9	1	8	2	3	4	15	20	14	19	12	18	17	11	13	16
9	3	6	7	10	8	1	5	2	4	18	12	11	20	16	13	14	17	15	19
4	3	6	8	2	1	10	9	5	7	18	11	17	14	19	20	13	16	12	15
5	4	1	3	6	9	7	8	10	2	17	19	11	13	20	18	16	14	12	15
8	6	5	2	1	3	9	7	10	4	19	18	13	20	15	11	12	17	16	14
4	2	8	5	7	10	9	1	6	3	14	20	15	12	19	18	17	11	13	16
2	1	6	9	7	3	5	10	8	4	19	11	15	18	13	17	20	16	14	12
10	8	4	1	9	3	6	7	2	5	20	18	13	17	16	14	12	15	11	19
1	8	9	2	7	3	10	5	4	6	20	18	15	13	16	19	11	17	12	14
10	5	8	1	6	3	9	2	7	4	12	15	16	20	17	19	18	13	14	11
4	1	10	8	6	3	5	9	2	7	16	17	18	13	20	19	14	12	11	15
1	8	2	6	5	7	4	9	3	10	19	20	15	16	12	14	11	17	18	13
7	1	9	5	2	3	10	6	8	4	16	20	11	18	15	12	19	17	13	14
5	7	10	8	6	9	2	4	3	1	14	11	17	19	12	16	13	18	15	20
4	10	2	5	9	7	1	8	6	3	11	12	13	16	14	20	17	18	19	15
