20	15
160	5	139	99	9	98	28	107	196	165	114	7	34	133	76
105	160	19	189	25	95	15	122	165	2	66	111	51	83	183
61	11	130	147	106	1	141	136	33	13	15	10	62	4	142
117	11	162	192	35	172	4	193	141	139	62	12	1	135	25
53	89	168	41	121	181	43	118	61	193	124	176	28	125	136
152	115	122	5	46	144	29	176	115	18	23	26	175	110	75
50	62	186	57	156	32	134	141	189	118	102	3	177	43	41
35	171	160	32	5	154	195	113	162	152	140	72	16	104	171
68	54	116	9	99	155	22	135	67	165	100	47	46	55	12
135	105	49	4	176	52	128	188	170	170	169	62	120	28	70
93	172	124	72	189	122	38	120	114	51	77	65	176	171	169
122	21	6	189	75	5	180	160	14	73	45	61	148	96	194
94	198	100	194	127	95	43	52	166	31	100	104	166	139	143
4	78	199	119	167	54	38	114	10	115	101	104	61	75	175
18	115	166	41	124	101	38	29	91	118	40	55	82	89	100
2	107	99	152	51	13	112	96	150	97	67	57	45	17	184
176	15	92	9	77	4	83	195	156	102	91	65	19	163	93
38	32	80	109	71	100	139	52	163	40	5	28	105	186	186
1	73	106	80	150	5	71	145	138	148	168	60	107	164	178
14	5	115	70	112	76	20	104	167	58	193	30	132	6	19
1	14	7	12	13	6	3	2	4	11	8	5	15	9	10
15	8	4	3	12	2	13	1	5	10	11	14	9	7	6
12	6	10	5	14	13	7	8	11	1	3	9	15	4	2
14	2	5	1	6	9	4	15	3	12	7	10	13	8	11
6	10	11	13	12	2	4	1	5	15	3	7	14	9	8
6	1	3	15	13	14	12	8	2	7	5	10	4	9	11
7	2	4	13	12	11	3	10	5	14	1	8	9	15	6
14	1	15	10	8	12	9	4	13	6	7	3	5	11	2
14	9	7	5	15	13	11	6	1	2	10	12	4	8	3
2	6	10	9	13	4	12	8	7	11	3	5	1	14	15
3	2	14	7	8	15	6	1	13	12	10	9	5	4	11
4	7	5	14	15	6	10	1	2	12	13	3	8	11	9
10	13	9	6	3	11	5	4	7	2	15	14	8	12	1
6	4	12	9	13	1	10	15	14	5	8	2	3	7	11
11	12	7	9	15	13	8	14	1	3	10	6	2	5	4
12	10	15	4	8	5	11	1	2	7	14	6	3	9	13
2	12	4	10	15	13	8	11	5	7	3	14	9	6	1
9	1	15	12	10	2	13	8	4	14	5	7	3	6	11
12	4	1	5	13	14	6	10	2	7	11	8	3	15	9
2	11	5	3	12	6	10	1	8	14	9	13	7	4	15
