20	20
89	185	197	48	37	130	109	3	186	50	28	30	24	186	69	34	25	162	18	114
24	146	140	134	92	5	37	21	199	15	143	48	45	25	198	101	155	139	195	192
75	18	41	28	162	125	48	129	192	194	51	30	112	27	10	109	115	65	53	81
9	64	128	164	15	114	144	41	136	153	61	43	57	150	193	91	138	160	15	43
197	69	184	12	189	57	186	61	18	90	162	140	173	152	121	17	199	86	160	130
125	86	43	171	28	18	195	164	73	35	100	38	107	136	63	186	199	96	139	42
62	107	150	196	8	57	32	133	171	198	127	153	30	167	139	121	175	36	159	13
17	37	39	61	73	91	189	76	47	123	53	11	187	115	102	171	109	124	9	122
32	136	152	133	47	131	190	87	71	53	49	50	150	47	168	47	9	39	106	93
174	47	87	118	192	72	195	146	182	31	30	51	169	62	63	34	60	77	11	121
61	10	70	175	60	72	31	60	186	118	45	53	132	2	73	78	24	162	40	38
66	13	145	56	188	185	190	68	11	175	55	16	57	172	179	139	91	67	158	162
185	138	172	22	45	16	154	49	1	103	97	41	198	143	155	80	94	111	140	89
16	112	186	146	180	109	143	18	82	188	184	122	123	140	97	78	46	157	38	175
16	19	71	27	121	37	106	89	54	179	80	97	148	146	56	144	162	189	29	139
113	132	99	20	84	161	133	35	47	142	1	8	160	103	181	78	116	79	15	22
127	6	98	3	91	36	59	4	139	143	134	47	91	195	8	170	144	105	145	141
38	58	18	118	90	18	51	126	190	2	164	34	33	49	68	169	33	198	138	99
27	138	135	12	28	74	128	183	190	58	16	152	99	52	190	164	163	84	36	58
111	51	41	174	73	62	26	164	150	10	83	193	39	18	158	123	37	30	197	160
3	5	7	9	1	6	10	2	8	4	11	13	12	18	15	19	20	16	14	17
9	1	8	4	7	3	2	6	10	5	20	19	14	16	12	11	18	15	13	17
10	4	2	7	5	3	1	9	6	8	15	18	12	19	17	13	14	20	11	16
7	4	3	10	1	6	9	5	2	8	18	11	13	19	20	12	15	16	14	17
6	5	8	10	3	9	1	7	4	2	14	15	18	12	20	13	16	17	19	11
10	4	8	3	5	1	7	9	6	2	19	11	18	13	12	17	20	15	14	16
9	4	8	3	6	7	10	5	2	1	11	18	16	15	12	19	13	17	14	20
3	6	10	4	2	7	5	8	1	9	16	17	19	12	20	14	18	15	13	11
10	2	9	7	6	3	4	1	5	8	19	14	18	16	13	15	12	20	11	17
10	8	1	4	2	6	9	5	7	3	20	16	19	15	13	17	11	14	18	12
9	1	6	4	5	7	10	3	2	8	15	14	20	17	16	13	19	12	11	18
5	1	7	10	9	4	3	8	2	6	12	20	13	19	11	15	14	17	18	16
6	10	4	1	3	7	9	2	8	5	14	19	20	17	15	16	13	18	12	11
7	6	1	2	9	3	4	10	5	8	20	14	12	13	18	17	15	19	11	16
1	4	7	8	9	5	10	3	2	6	13	11	18	20	12	17	14	16	19	15
9	8	1	7	3	5	2	10	6	4	11	12	18	17	13	19	16	20	14	15
8	4	6	10	1	2	5	7	9	3	11	18	15	14	17	12	20	19	16	13
6	1	5	8	2	10	7	9	3	4	16	19	17	18	12	14	13	15	20	11
1	7	9	3	10	6	8	4	2	5	16	19	14	12	15	13	11	20	18	17
1	9	8	3	4	5	2	6	10	7	16	17	15	14	20	11	19	13	12	18
