40	15
101	104	40	148	145	158	9	123	110	83	170	51	46	23	56
65	28	173	49	129	114	43	73	149	54	89	158	137	154	98
104	163	91	81	35	150	161	88	20	51	127	22	193	3	193
50	137	186	152	152	65	146	39	52	53	11	132	194	45	41
47	135	89	9	141	59	73	48	97	129	115	22	69	188	19
126	71	64	22	196	39	138	65	31	158	73	7	154	157	85
27	197	190	167	59	94	195	180	1	26	136	50	11	36	34
108	94	193	34	192	191	175	151	117	59	149	32	121	159	185
32	161	49	112	130	86	3	164	184	98	61	142	116	32	54
104	29	197	163	63	130	90	55	184	24	197	163	3	193	77
31	124	170	41	163	37	156	93	80	151	20	49	166	22	187
142	64	127	19	88	57	97	109	140	81	131	39	24	47	108
129	173	51	25	124	96	155	166	56	12	15	28	68	64	180
50	144	84	49	117	141	3	134	68	171	168	170	92	106	130
107	20	24	36	39	85	122	62	134	23	106	149	118	15	63
117	9	189	109	17	69	152	183	142	128	99	114	155	191	113
20	123	67	188	15	92	111	171	184	78	140	181	95	3	177
23	26	112	39	112	157	171	194	56	38	102	152	75	88	101
196	102	173	35	75	54	134	191	147	2	132	135	181	146	138
100	55	109	80	144	16	75	170	161	1	168	131	39	149	102
10	194	196	8	126	113	189	149	53	51	38	196	166	115	170
28	126	23	38	102	25	77	79	60	118	98	117	49	58	7
114	173	36	162	65	167	35	180	144	12	199	173	172	105	182
142	119	99	149	39	45	124	109	122	120	107	125	70	165	175
60	135	88	111	107	50	174	110	193	30	80	91	150	156	38
75	36	83	120	112	86	61	97	148	100	24	85	160	35	38
74	56	110	73	163	34	89	197	83	5	21	179	38	116	63
23	5	140	151	141	49	90	108	113	110	79	106	16	168	148
64	110	144	61	135	184	103	62	187	186	135	176	160	168	15
24	101	171	170	22	46	111	85	139	47	76	64	141	155	7
142	90	60	91	28	193	182	169	182	199	100	198	193	61	150
112	184	61	38	11	67	149	48	164	52	81	2	127	150	58
132	97	94	198	20	175	99	26	119	171	100	98	18	180	92
82	169	67	163	172	70	146	167	28	96	97	138	42	98	120
57	111	129	14	137	93	20	65	74	115	120	42	104	189	62
98	166	170	143	63	15	66	144	124	102	100	105	85	129	118
40	138	64	87	64	61	140	135	159	57	63	188	29	179	117
4	187	151	193	128	173	171	86	129	65	38	54	69	157	72
81	76	126	143	11	132	156	143	165	182	173	48	94	46	63
103	152	172	113	16	163	100	14	99	138	79	55	179	87	141
14	12	3	1	15	4	6	5	7	2	8	10	13	9	11
15	5	2	11	8	9	4	1	3	7	14	6	10	13	12
3	9	4	11	10	6	2	1	14	13	12	8	5	7	15
8	11	15	3	2	6	10	12	9	14	4	5	1	7	13
8	14	2	9	15	3	1	13	4	11	10	12	6	7	5
3	9	10	11	14	8	13	4	5	6	1	2	12	7	15
12	13	8	1	5	14	7	6	4	10	9	15	3	2	11
13	8	9	7	3	6	2	14	1	15	5	4	10	11	12
1	10	7	5	4	12	14	13	6	15	9	8	11	3	2
12	10	6	14	5	7	3	4	8	2	9	1	15	11	13
2	12	11	1	10	7	3	8	5	14	13	9	15	6	4
6	3	13	2	9	4	1	7	12	10	5	15	8	11	14
1	2	8	3	12	5	11	13	4	10	15	14	6	9	7
11	15	8	13	5	2	14	3	6	10	9	7	12	1	4
7	3	5	4	1	6	15	13	8	11	2	12	10	14	9
15	13	1	11	6	8	10	14	5	12	7	2	9	3	4
8	5	4	12	14	9	11	7	15	1	10	13	2	6	3
1	3	13	8	2	9	11	4	10	7	14	5	12	6	15
8	10	14	3	9	6	1	13	7	5	2	11	12	4	15
11	3	2	10	13	1	4	8	14	12	15	7	9	5	6
12	2	11	9	4	7	14	15	5	1	3	13	10	8	6
11	2	6	14	3	5	13	15	12	1	8	4	7	10	9
6	10	2	12	8	9	15	4	1	11	7	5	13	3	14
8	2	5	6	14	1	4	11	7	12	13	3	9	15	10
14	3	8	9	5	13	2	6	4	15	11	10	12	7	1
5	12	8	2	11	1	10	15	14	9	13	4	3	7	6
2	13	4	3	15	5	11	6	9	10	7	14	8	1	12
5	7	15	12	13	9	10	3	6	4	14	11	2	8	1
2	3	5	15	1	14	6	7	4	11	12	10	8	9	13
9	13	14	2	6	3	8	1	5	12	4	15	11	10	7
5	3	8	7	11	4	13	6	10	9	15	2	14	12	1
11	9	3	14	1	15	4	12	2	8	5	6	13	10	7
6	15	10	14	4	5	3	8	1	2	11	7	13	12	9
12	10	4	8	1	3	9	2	15	13	6	11	5	14	7
8	10	5	13	11	3	14	12	1	7	2	9	6	15	4
4	10	8	14	1	3	6	9	2	11	5	12	15	13	7
9	6	12	8	15	13	10	2	7	14	5	1	11	3	4
3	8	9	1	4	15	7	12	2	10	6	14	5	11	13
13	15	10	12	5	4	11	6	7	2	9	14	3	8	1
4	9	6	3	1	7	15	10	12	5	8	2	13	11	14
