50	15
61	96	115	14	93	198	37	135	153	53	109	166	88	184	8
84	133	126	62	175	83	34	132	60	75	105	127	32	79	183
11	182	30	105	162	174	153	103	71	104	115	87	140	134	140
89	176	43	80	138	142	57	165	103	167	117	146	109	148	115
193	53	95	71	32	21	180	29	188	178	158	142	40	98	22
148	153	111	136	99	25	164	188	168	121	195	180	107	169	195
58	194	115	162	39	84	31	154	118	78	99	4	169	126	156
89	52	95	63	171	118	129	172	128	33	193	43	161	152	8
184	127	20	196	62	172	167	142	196	172	36	106	16	34	193
39	140	182	88	55	54	124	34	94	52	144	142	200	133	110
146	26	134	183	38	49	149	159	200	132	92	138	162	127	23
136	66	25	158	84	126	149	173	52	165	28	97	59	200	37
116	104	169	37	51	180	130	36	76	194	161	15	193	114	99
61	121	45	97	170	184	195	148	181	186	106	22	59	113	119
110	138	158	180	174	93	127	29	81	180	108	118	87	117	150
56	30	169	139	84	28	160	188	120	166	121	104	90	92	199
65	6	163	160	85	83	163	174	113	9	54	9	87	33	75
60	42	150	50	19	98	117	156	133	101	159	104	84	134	174
44	12	182	2	193	162	55	55	191	108	75	179	144	110	65
32	78	166	110	39	179	154	185	96	137	15	82	197	57	15
126	16	28	8	164	108	103	158	38	19	112	151	49	61	52
172	55	180	145	69	30	135	123	47	49	69	117	87	172	107
194	198	163	184	71	13	190	91	117	137	120	51	31	88	185
65	23	12	119	128	198	48	76	77	65	95	105	77	131	126
150	122	132	134	14	150	194	182	128	154	74	18	175	51	111
156	169	99	136	145	151	184	114	49	4	68	163	73	88	154
1	67	181	23	142	135	103	147	92	123	105	2	8	125	22
78	78	70	172	71	89	106	65	93	109	185	156	138	187	40
7	128	83	170	157	78	12	93	9	89	71	42	138	199	110
83	73	111	74	150	38	148	175	90	36	142	189	166	197	152
39	82	138	36	68	64	174	6	199	165	32	152	58	36	88
192	74	101	150	78	19	7	88	44	187	62	64	151	180	86
94	133	42	103	198	37	91	56	80	38	78	3	20	115	46
143	122	125	55	142	129	87	24	191	143	65	13	164	179	154
134	2	108	154	12	200	170	35	69	39	114	150	133	135	154
