20	20
188	143	108	73	158	35	113	124	107	135	172	175	87	112	58	7	93	52	175	108
110	60	111	40	146	185	72	39	47	113	91	23	30	12	139	189	66	20	149	93
177	106	45	162	90	25	73	199	88	76	152	15	88	37	181	99	125	187	76	181
125	51	135	80	165	126	38	124	8	155	53	111	49	160	190	196	148	18	118	15
89	159	47	24	188	180	16	174	18	28	100	175	42	111	2	158	55	66	84	131
70	60	145	50	17	132	55	155	100	151	99	9	128	92	123	194	66	94	171	151
197	76	74	200	33	40	129	179	84	192	150	71	137	81	66	158	110	58	105	62
100	109	71	46	181	113	189	20	25	28	74	199	52	33	19	81	136	21	28	76
24	111	151	140	175	23	192	114	175	153	188	79	151	90	81	67	42	24	19	131
189	178	88	143	26	140	190	2	7	127	83	9	6	112	19	183	16	39	179	167
78	129	34	115	21	194	152	162	37	85	195	70	103	6	101	157	112	138	32	199
144	138	116	133	166	50	26	16	133	174	13	176	3	40	166	31	131	80	81	122
39	123	148	43	58	66	150	26	42	172	189	80	7	81	6	35	194	44	74	102
72	57	191	33	91	93	83	15	120	155	186	178	57	78	95	83	57	136	109	43
64	55	135	83	114	72	98	49	109	30	142	15	34	54	108	63	179	89	181	30
168	139	178	68	103	145	190	97	125	150	81	122	136	197	164	62	178	14	46	153
124	193	47	48	75	67	80	195	87	145	62	18	18	195	178	145	72	137	45	150
40	54	173	161	61	173	68	175	30	122	149	130	88	21	161	73	54	40	79	33
147	16	53	36	116	129	57	197	132	142	165	26	165	38	146	161	92	29	25	118
63	144	159	33	136	153	166	165	122	8	1	187	83	102	89	198	56	65	172	18
8	9	1	10	7	4	5	2	6	3	14	20	15	13	19	16	12	18	17	11
7	6	1	10	5	2	3	8	9	4	14	18	15	11	20	12	17	13	19	16
4	5	7	6	9	10	2	1	3	8	17	18	20	14	16	11	19	15	13	12
1	3	7	9	6	5	4	2	8	10	13	19	14	18	20	11	16	12	15	17
8	9	1	5	10	4	6	2	7	3	18	17	16	14	19	11	13	20	12	15
9	10	1	7	6	4	2	3	8	5	17	11	14	20	19	13	18	12	15	16
3	6	5	7	2	1	4	9	10	8	15	18	12	13	19	20	11	17	16	14
9	7	2	10	4	3	6	8	1	5	11	12	16	17	13	14	20	15	18	19
9	5	2	1	10	7	3	4	6	8	18	13	16	12	20	17	11	19	15	14
3	8	7	2	1	9	4	6	5	10	15	17	13	11	19	18	12	16	20	14
6	4	2	7	9	3	8	1	10	5	15	12	20	11	16	18	14	13	19	17
2	3	8	5	1	9	6	7	4	10	16	19	13	17	14	20	12	18	15	11
10	2	8	9	4	6	5	3	7	1	11	12	17	18	20	19	13	16	15	14
3	4	5	6	10	2	1	8	7	9	14	15	12	20	19	16	17	11	18	13
10	4	3	6	2	8	5	9	1	7	11	14	17	13	12	18	15	16	19	20
5	3	7	9	6	2	8	4	1	10	12	16	19	18	11	14	17	15	13	20
8	10	7	4	2	1	9	5	3	6	13	11	17	20	16	19	12	18	15	14
2	1	4	7	3	5	6	10	8	9	17	18	19	12	15	13	14	16	11	20
10	3	7	1	9	4	6	8	2	5	19	14	15	16	18	13	12	17	11	20
6	10	4	1	8	2	5	7	3	9	19	14	12	13	17	18	16	11	15	20
