40	15
26	59	107	157	106	193	107	83	191	31	155	99	61	107	65
130	174	159	170	42	104	14	139	200	76	167	82	120	103	4
16	33	9	96	113	30	107	107	137	117	60	39	144	100	157
117	117	74	92	128	8	58	195	128	22	11	23	119	64	12
160	128	91	113	190	139	33	9	8	35	91	44	40	167	138
129	18	128	136	88	198	69	112	191	71	125	126	13	1	143
81	21	112	150	192	40	135	12	54	154	58	128	152	150	45
183	35	187	78	113	120	15	32	139	98	45	38	153	156	104
171	159	74	182	125	138	36	151	52	27	110	87	145	183	1
11	150	192	3	115	76	24	169	74	17	76	90	150	60	136
162	14	110	40	150	174	71	122	154	74	2	143	14	136	19
187	85	75	154	123	122	117	162	115	17	154	43	112	48	176
198	33	116	30	128	41	115	115	154	71	11	37	199	69	182
73	112	141	77	146	50	142	72	60	129	114	113	86	32	47
23	28	23	35	195	41	62	86	136	97	136	135	132	88	50
35	6	50	197	121	199	199	165	87	141	169	123	164	179	6
84	32	150	131	123	116	103	107	72	131	31	160	36	67	57
77	41	33	4	191	140	10	138	92	172	120	184	112	34	192
91	140	140	193	87	82	116	40	184	36	16	68	13	190	118
114	49	23	102	190	198	187	20	54	96	135	167	56	62	136
69	196	198	196	190	26	151	28	3	93	125	91	56	139	69
140	48	28	172	114	194	142	111	98	107	21	150	178	116	88
168	175	75	146	149	47	6	174	1	117	85	81	106	125	161
20	85	184	72	145	80	153	171	79	30	39	78	19	185	47
32	8	85	139	4	92	145	165	163	30	189	24	60	22	63
100	144	4	67	22	194	75	67	107	161	102	28	169	91	197
73	38	140	100	191	124	8	185	16	175	85	149	10	30	106
135	114	101	101	27	82	181	144	197	23	151	18	66	108	173
198	28	156	174	86	6	58	93	37	17	112	170	66	188	87
143	5	153	87	73	83	123	22	77	18	107	5	140	132	182
144	102	19	159	132	96	196	44	140	46	95	67	123	157	145
153	79	10	4	147	142	32	106	71	19	30	89	175	8	137
187	112	92	134	26	36	164	52	60	130	141	14	78	13	194
181	172	16	160	66	94	136	59	155	40	161	156	17	6	161
148	118	135	83	189	127	143	173	26	118	126	96	24	191	148
158	114	20	152	96	54	107	92	90	119	67	177	192	157	117
24	30	29	142	71	71	182	39	197	60	183	16	159	57	169
150	95	96	138	116	159	68	90	152	197	187	88	67	163	111
155	137	3	44	175	155	197	108	95	99	88	159	174	35	48
146	2	180	165	16	54	33	61	32	155	93	69	185	72	127
3	4	6	5	1	7	2	8	10	15	9	13	11	12	14
6	7	5	3	2	4	1	9	15	13	10	11	8	12	14
1	3	4	2	6	7	5	14	10	9	12	11	8	15	13
4	7	3	6	1	2	5	9	10	11	12	15	13	14	8
6	1	4	5	3	7	2	10	11	8	15	13	14	12	9
5	4	1	7	3	6	2	8	11	14	9	12	15	13	10
6	7	2	4	3	5	1	11	12	10	15	13	8	9	14
6	3	2	4	5	7	1	11	9	12	15	8	13	14	10
6	3	4	5	1	7	2	8	10	13	14	9	11	15	12
3	1	6	5	2	7	4	13	12	9	14	15	10	8	11
2	5	4	6	1	7	3	13	8	11	14	15	9	10	12
5	6	4	7	2	1	3	9	15	14	13	8	10	11	12
1	2	4	3	6	7	5	9	14	11	15	13	10	12	8
7	3	4	6	1	5	2	12	14	10	11	8	9	13	15
1	5	7	4	6	2	3	13	10	15	9	12	11	14	8
7	3	2	5	6	1	4	10	15	12	14	13	11	8	9
4	3	2	5	1	6	7	9	11	12	15	14	8	10	13
7	6	3	5	2	4	1	13	14	8	12	11	9	15	10
1	3	4	2	6	7	5	13	11	15	12	10	9	14	8
6	3	1	4	7	5	2	13	10	9	11	12	14	15	8
2	1	4	5	3	7	6	11	12	8	13	14	15	10	9
1	2	4	6	7	3	5	11	12	8	15	10	13	9	14
3	7	5	6	1	2	4	11	15	12	10	9	8	13	14
5	7	1	3	4	2	6	11	9	15	12	14	13	8	10
7	2	4	6	5	3	1	8	14	13	9	15	12	11	10
2	5	7	4	6	3	1	8	14	12	11	10	9	15	13
6	7	4	3	2	5	1	8	9	11	15	14	12	13	10
6	5	3	4	7	1	2	9	15	14	8	10	12	11	13
5	6	1	3	2	7	4	13	15	10	8	12	11	9	14
1	5	4	3	7	2	6	8	14	9	12	11	15	13	10
7	4	3	5	2	6	1	8	10	11	12	15	14	13	9
3	4	5	6	7	2	1	11	10	13	14	15	8	9	12
3	7	1	4	6	5	2	14	13	9	8	11	12	10	15
6	4	7	2	3	1	5	8	11	12	9	13	10	14	15
4	6	7	1	5	3	2	15	12	11	14	13	9	10	8
3	5	4	2	7	1	6	11	9	15	14	12	8	10	13
6	2	4	5	3	1	7	11	10	12	8	14	15	13	9
4	2	7	1	3	6	5	11	13	14	12	8	9	15	10
6	5	4	3	1	7	2	15	9	11	8	14	12	13	10
4	6	3	1	2	5	7	15	11	10	9	8	14	12	13
