30	15
166	97	150	100	171	88	147	71	24	117	126	20	26	36	15
168	92	66	143	142	96	152	134	36	80	143	77	145	104	167
64	52	57	5	87	37	128	83	194	45	24	54	189	184	33
188	39	16	28	22	126	23	60	71	79	75	17	134	122	66
112	17	62	142	65	145	186	185	41	140	87	31	22	130	149
76	44	64	160	168	3	32	10	131	99	73	175	110	105	169
147	111	93	170	197	78	38	96	60	137	160	166	2	32	81
198	13	9	146	26	148	199	70	75	177	51	61	98	128	63
40	85	154	103	64	1	47	93	164	170	60	9	43	119	97
135	20	200	51	22	133	125	116	198	59	60	188	29	41	50
174	30	25	95	42	94	89	16	81	81	184	90	182	62	114
91	175	46	164	23	155	74	76	78	24	5	111	96	77	137
139	57	119	122	177	163	108	99	167	192	119	123	95	156	123
40	120	195	122	42	62	96	76	176	31	64	141	41	17	106
116	41	87	25	165	157	104	105	196	79	126	6	78	152	62
2	39	161	76	181	175	134	167	25	77	56	153	15	115	167
16	30	196	52	21	123	14	91	8	13	46	176	6	130	158
115	179	148	68	158	184	39	123	12	120	90	7	80	95	5
122	3	70	107	167	64	46	89	137	93	101	89	6	108	160
183	18	198	64	17	15	87	82	68	166	183	146	71	155	136
121	88	76	146	85	95	92	98	135	29	72	91	191	130	27
66	176	12	108	119	136	120	13	184	19	61	53	154	148	138
97	18	112	180	118	100	163	155	142	56	79	79	43	182	76
20	195	146	58	180	133	165	110	12	137	31	137	98	171	123
113	142	120	115	62	121	138	5	67	178	181	200	66	127	43
149	72	49	87	106	137	58	32	13	89	199	125	199	59	10
195	139	90	149	29	17	122	46	62	156	95	58	111	20	12
125	23	194	113	83	132	162	119	140	105	147	88	177	49	7
173	124	172	13	121	85	150	189	182	176	74	160	6	79	151
93	70	113	31	132	104	113	13	125	195	139	135	121	101	39
6	2	4	1	7	5	3	12	15	9	8	14	10	11	13
6	1	2	3	4	5	7	15	14	12	8	11	10	9	13
4	2	1	5	6	3	7	8	10	12	11	14	15	13	9
6	5	2	1	3	4	7	8	9	10	12	15	13	14	11
7	1	6	2	5	3	4	9	11	13	12	15	10	14	8
7	1	2	5	6	4	3	14	9	13	15	10	12	11	8
1	4	3	6	2	5	7	11	13	10	9	8	15	12	14
4	7	6	3	2	5	1	10	11	9	12	14	15	13	8
3	1	6	5	7	4	2	10	9	12	14	13	15	11	8
3	7	6	5	1	2	4	9	11	10	13	14	15	8	12
5	4	6	3	2	7	1	10	9	15	14	12	13	8	11
4	7	5	3	6	1	2	12	11	13	10	8	15	14	9
5	6	2	3	1	7	4	12	14	13	11	15	8	10	9
5	2	3	4	7	1	6	11	15	10	9	13	8	12	14
3	7	6	4	1	2	5	9	11	15	14	12	10	8	13
2	1	7	5	4	3	6	14	15	12	11	13	10	9	8
5	2	1	7	3	6	4	14	13	12	10	8	15	9	11
7	4	5	6	2	3	1	10	8	12	15	14	9	13	11
7	6	2	5	3	4	1	8	15	10	12	9	13	11	14
1	4	3	5	6	7	2	15	8	14	10	11	13	12	9
1	3	5	7	4	6	2	8	14	12	13	11	9	10	15
7	4	2	6	1	5	3	13	12	8	15	9	10	11	14
4	7	6	1	2	3	5	9	14	8	10	11	13	15	12
2	1	7	6	3	5	4	9	15	13	8	14	10	12	11
6	4	3	5	2	1	7	14	9	11	12	13	15	8	10
1	2	4	5	3	7	6	10	14	8	13	9	12	11	15
6	4	5	7	2	3	1	9	15	11	10	14	13	8	12
6	4	1	5	2	7	3	10	14	13	15	8	9	11	12
4	7	2	1	5	6	3	12	13	11	8	9	15	10	14
4	5	7	2	3	1	6	12	13	9	10	14	8	15	11
