20	20
167	89	173	195	156	61	187	62	101	64	108	48	134	99	16	2	82	2	175	41
77	23	108	41	165	152	3	179	115	174	109	119	95	62	116	7	56	167	85	91
89	18	199	82	86	166	172	155	172	144	24	74	129	196	118	3	140	152	98	169
194	6	131	3	80	134	44	75	107	9	55	114	107	68	98	77	45	30	120	91
136	52	57	194	155	64	84	117	140	96	86	7	182	120	130	198	167	62	99	140
107	48	131	73	42	41	142	158	19	16	138	49	117	33	170	145	175	57	199	82
32	82	83	42	183	193	17	122	32	99	117	46	110	160	57	20	157	41	173	124
136	173	174	86	128	181	192	27	154	106	152	17	127	172	194	38	194	112	163	163
17	113	133	59	132	96	44	21	133	98	98	65	164	188	162	131	48	83	141	39
96	57	179	49	63	88	193	158	123	96	156	178	56	6	79	10	151	129	6	64
177	181	132	193	4	138	107	196	73	54	192	188	60	92	121	75	8	27	63	96
124	26	46	24	64	46	80	149	81	71	104	97	95	160	172	46	189	66	149	85
154	182	40	111	187	112	140	5	158	196	147	192	17	188	129	129	29	142	102	102
175	154	104	18	88	81	78	17	184	121	95	165	126	29	33	61	51	130	100	40
199	50	42	184	56	159	80	14	108	123	32	132	82	8	136	30	150	163	120	124
55	12	167	95	15	90	24	134	134	88	63	90	171	141	152	86	148	138	95	135
59	103	7	190	106	76	121	69	159	182	149	185	67	199	70	41	110	190	97	95
3	17	121	2	26	31	99	38	187	140	60	94	113	95	60	140	59	191	3	14
127	30	53	158	194	25	145	168	104	55	130	189	134	198	138	103	70	173	32	196
149	103	184	10	59	173	82	110	182	56	54	93	75	52	129	128	188	66	178	83
8	4	7	2	6	5	10	9	3	1	11	19	20	12	17	18	14	15	16	13
10	7	1	2	6	3	9	4	5	8	14	15	18	17	13	12	19	11	16	20
8	5	6	1	7	10	3	4	2	9	13	11	16	18	12	17	19	20	14	15
6	4	9	10	1	8	7	3	2	5	11	20	16	19	18	17	13	15	12	14
9	7	6	1	8	10	3	5	2	4	18	12	19	16	15	11	17	20	14	13
7	9	6	4	8	5	1	10	2	3	19	18	13	14	15	20	11	17	12	16
8	10	3	1	4	9	6	2	7	5	17	16	12	11	15	18	13	14	19	20
10	7	5	4	8	1	9	3	2	6	17	13	12	14	11	18	19	15	20	16
2	1	4	3	8	9	6	10	5	7	19	11	16	20	18	13	15	12	14	17
9	7	1	5	2	4	3	6	10	8	18	17	14	20	11	15	16	12	19	13
7	4	6	10	9	2	1	8	5	3	16	12	19	17	20	14	13	15	18	11
9	3	4	10	5	2	6	7	8	1	15	19	16	17	13	12	11	14	18	20
1	6	9	10	8	2	5	7	4	3	11	20	18	19	15	17	13	16	14	12
9	7	3	1	10	6	2	8	5	4	17	13	20	16	19	18	14	11	12	15
7	2	3	4	1	10	8	5	6	9	11	18	20	13	19	14	16	12	15	17
8	4	2	3	7	5	1	10	9	6	16	15	20	11	18	12	17	13	19	14
10	3	5	1	6	7	8	9	4	2	12	17	15	14	18	19	13	16	20	11
3	6	4	2	8	1	7	10	5	9	16	13	15	11	19	17	20	12	14	18
3	4	10	9	2	6	7	5	8	1	14	20	11	19	13	12	15	18	17	16
1	5	3	10	6	9	2	8	4	7	12	13	17	15	20	11	14	19	18	16
