30	15
23	164	170	178	87	200	164	92	131	189	30	35	25	48	91
63	153	82	33	162	104	97	69	157	130	99	106	80	186	110
143	20	40	10	98	32	51	71	57	148	84	13	162	108	195
101	95	8	13	53	90	111	64	147	164	156	138	29	45	131
52	69	156	103	12	124	35	85	6	123	39	94	187	48	57
58	17	98	40	83	37	136	118	151	140	127	61	57	143	51
135	79	175	103	199	63	102	46	50	45	72	45	107	66	50
142	133	173	97	97	20	1	53	48	64	110	179	13	132	109
70	129	110	4	29	158	141	180	45	36	106	93	138	41	161
161	140	133	52	69	129	121	110	31	34	12	128	157	56	72
144	113	65	176	50	197	80	194	112	15	143	181	20	82	101
198	54	145	87	61	77	139	86	146	171	68	114	177	182	120
160	141	129	47	153	69	70	36	122	68	140	59	188	15	24
129	63	39	163	97	41	134	45	129	105	94	159	33	87	87
57	94	79	15	12	115	54	50	195	70	157	192	54	198	33
61	52	8	178	133	153	21	33	129	162	172	155	180	91	137
60	46	17	197	165	177	24	190	178	54	158	165	76	82	162
198	156	20	137	176	52	80	172	75	87	74	162	117	40	178
117	110	141	67	76	149	58	162	162	3	114	83	181	146	193
31	104	190	84	94	73	25	123	100	173	146	177	147	157	124
52	31	119	128	80	113	34	10	148	128	134	92	52	130	77
155	36	81	141	180	187	125	16	144	170	144	76	4	143	125
7	12	79	34	116	134	46	123	4	145	10	65	178	170	113
198	157	144	167	137	163	96	37	28	163	22	193	190	31	17
30	43	191	141	167	2	197	57	120	93	70	84	125	20	92
16	10	168	142	161	113	24	106	57	48	107	155	130	124	139
4	196	120	109	35	48	161	192	31	104	101	153	39	87	9
74	95	44	107	22	59	84	173	38	84	97	120	165	74	115
94	83	39	126	34	197	112	127	40	115	145	178	8	45	118
8	58	162	26	152	70	112	92	55	10	72	18	99	163	52
6	2	5	3	4	7	1	8	13	15	9	14	10	11	12
1	6	4	2	7	3	5	8	11	12	14	15	13	10	9
1	4	6	3	2	7	5	8	14	10	12	11	15	13	9
6	5	3	4	2	1	7	14	13	12	11	8	9	15	10
4	6	5	1	3	7	2	9	11	12	15	13	14	8	10
3	6	1	5	2	7	4	13	12	8	15	14	9	10	11
4	5	1	6	7	2	3	10	12	14	11	15	8	13	9
2	4	3	7	5	1	6	8	11	13	10	15	9	14	12
3	1	5	7	4	6	2	14	9	12	15	10	13	8	11
1	6	3	5	4	7	2	11	14	10	12	8	13	15	9
5	4	3	1	6	2	7	10	13	11	8	9	15	12	14
5	6	1	4	2	7	3	13	9	15	11	12	10	8	14
5	4	1	3	7	6	2	13	14	9	10	11	15	12	8
6	5	1	7	3	4	2	13	10	8	12	14	9	11	15
5	3	2	4	6	1	7	15	8	14	11	13	10	9	12
4	7	3	6	1	2	5	14	9	8	10	12	15	11	13
6	3	4	1	2	7	5	10	15	8	11	14	9	13	12
4	2	7	1	5	3	6	8	15	10	9	12	14	13	11
2	5	3	4	6	7	1	11	8	12	9	10	15	14	13
3	1	2	4	5	7	6	11	15	13	12	14	8	9	10
6	5	3	4	7	2	1	14	15	10	9	13	8	12	11
3	1	7	2	6	5	4	11	9	13	15	12	8	10	14
6	2	3	1	5	4	7	15	10	8	9	14	12	11	13
3	7	5	6	1	4	2	15	14	12	9	10	11	8	13
3	4	7	6	5	1	2	15	12	13	14	10	9	8	11
2	7	4	1	6	3	5	9	14	12	15	13	8	10	11
7	3	1	6	4	5	2	9	10	8	13	15	12	11	14
3	6	2	5	1	7	4	13	8	9	14	10	15	12	11
3	6	5	4	7	1	2	8	15	13	10	12	14	11	9
4	1	6	5	3	7	2	9	11	10	12	8	13	14	15
